go_file,stop_file,correct_key,signal,Loop_practice.thisRepN,Loop_practice.thisTrialN,Loop_practice.thisN,Loop_practice.thisIndex,Loop_blocchi.thisRepN,Loop_blocchi.thisTrialN,Loop_blocchi.thisN,Loop_blocchi.thisIndex,loop_trials.thisRepN,loop_trials.thisTrialN,loop_trials.thisN,loop_trials.thisIndex,SSD,premature,RT,dot_img.started,dot_img.stopped,go_img.started,go_img.stopped,stop_img.started,stop_img.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,ISI.started,ISI.stopped,feedback_txt.started,feedback_txt.stopped,iti_txt.started,iti_txt.stopped,begin_txt.started,begin_txt.stopped,begin_kb.keys,begin_kb.rt,begin_kb.started,begin_kb.stopped,break_txt.started,break_txt.stopped,thanks_txt.started,thanks_txt.stopped,thanks_kb.keys,thanks_kb.rt,thanks_kb.started,thanks_kb.stopped,participant,session,training,date,expName,psychopyVersion,frameRate,
go_right.png,bianco.png,right,0,,,,,0,0,0,0,14,5,117,1,100.00000000000001,0,315.88315899999776,423.406478408,424.23791208800003,424.23791208800003,424.329437236,424.4303999609999,424.495956495,right,1,1.2658831589999977,423.406478408,None,0.00844444233325703,0.8084444423332571,,,424.688532045,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_right.png,stop.jpg,right,1,,,,,0,0,0,0,14,6,118,7,100.00000000000001,0,289.0499710000427,426.304445259,427.13537331199996,427.13537331199996,427.22892172699994,427.33046071,427.39615902,right,1,1.2390499710000427,426.304445259,None,0.01004990433330022,0.8100499043333003,,,427.555296836,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_right.png,bianco.png,right,0,,,,,0,0,0,0,14,7,119,1,50.000000000000014,0,391.19204200004566,429.167048162,429.99883420899994,429.99883420899994,430.095113049,430.13833059,430.20502578599996,right,1,1.3411920420000456,429.167048162,None,0.013794777333373531,0.8137947773333736,,,430.521765985,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_left.png,bianco.png,left,0,,,,,0,0,0,0,15,0,120,2,50.000000000000014,0,417.23876100001013,432.13457207299996,432.966412815,432.966412815,433.06197836499996,433.105110202,433.17171124699996,left,1,1.36723876100001,432.13457207299996,None,0.013053002333322183,0.8130530023333222,,,433.51468192999994,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_right.png,bianco.png,right,0,,,,,0,0,0,0,15,1,121,3,50.000000000000014,0,363.69774200010175,435.137767541,435.9689177519999,435.9689177519999,436.06310702299993,436.113428752,436.179530282,right,1,1.3136977420001017,435.137767541,None,0.009803441333247065,0.8098034413332471,,,436.464962775,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_left.png,bianco.png,left,0,,,,,0,0,0,0,15,2,122,4,50.000000000000014,0,320.47002300008677,438.082520099,438.915102787,438.915102787,439.00572553199993,439.054988678,439.121486485,left,1,1.2704700230000867,438.082520099,None,0.014707142333236334,0.8147071423332364,,,439.36423424099996,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_right.png,bianco.png,right,0,,,,,0,0,0,0,15,3,123,3,50.000000000000014,0,348.68693400004537,440.984389255,441.814836496,441.814836496,441.906071636,441.954855531,442.021426258,right,1,1.2986869340000453,440.984389255,None,0.01289212333335854,0.8128921233333586,,,442.297620232,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_left.png,bianco.png,left,0,,,,,0,0,0,0,15,4,124,4,50.000000000000014,0,271.1436430000618,443.919722967,444.752017338,444.752017338,444.84598222,444.896494804,444.96260706299995,left,1,1.2211436430000617,443.919722967,None,0.010953267333320582,0.8109532673333206,,,445.154648944,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_left.png,bianco.png,left,0,,,,,0,0,0,0,15,5,125,2,50.000000000000014,0,440.9199100000365,446.768407163,447.600313776,447.600313776,447.695301998,447.746615208,447.81232926199993,left,1,1.3909199100000365,446.768407163,None,0.011914055333363649,0.8119140553333637,,,448.17195049199995,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_right.png,stop.jpg,right,1,,,,,0,0,0,0,15,6,126,7,50.000000000000014,0,300.4614000001198,449.79437061499993,450.625786112,450.625786112,450.722651973,450.77983713899994,450.847069304,right,1,1.2504614000001197,449.79437061499993,None,0.002581268333187836,0.8025812683331879,,,451.06488045799995,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_left.png,stop.jpg,left,1,,,,,0,0,0,0,15,7,127,6,50.0,0,243.60361399998288,452.69612293499995,453.528580151,453.528580151,453.621084924,453.679598383,453.74597935299994,left,1,1.1936036139999828,452.69612293499995,None,0.0008336883333868172,0.8008336883333869,,,453.90439922099995,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_left.png,stop.jpg,left,1,,,,,1,0,1,0,0,0,0,6,50.0,0,448.80061200000233,462.97435151799993,463.803962751,463.803962751,463.8966854529999,463.94600052199996,464.012230436,left,1,1.3988006120000023,462.97435151799993,None,0.01456703999997444,0.8145670399999745,,,464.38744699899996,None,,,,,,,455.49573938799995,None,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_right.png,bianco.png,right,0,,,,,1,0,1,0,0,1,1,1,50.0,0,281.5630280001529,465.998032085,466.829868206,466.829868206,466.92094349599995,466.97062655599996,467.03722681299996,right,1,1.2315630280001528,465.998032085,None,0.015238466333357792,0.8152384663333578,,,467.247167807,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_right.png,bianco.png,right,0,,,,,1,0,1,0,0,2,2,5,50.0,0,283.1009660001087,468.86670686499997,469.69790749599997,469.69790749599997,469.78873402299996,469.83721531699996,469.903798908,right,1,1.2331009660001087,468.86670686499997,None,0.013004270333340173,0.8130042703333402,,,470.11420384099995,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_right.png,bianco.png,right,0,,,,,1,0,1,0,0,3,3,5,50.0,0,234.03098599998208,471.73047210899995,472.562138321,472.562138321,472.653797755,472.703889451,472.77044549899995,right,1,1.184030985999982,471.73047210899995,None,0.015693605333353844,0.8156936053333539,,,472.93004387999997,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_right.png,bianco.png,right,0,,,,,1,0,1,0,0,4,4,3,50.0,0,272.18142700006644,474.54850929500003,475.38013396199995,475.38013396199995,475.47692180599995,475.520323706,475.5870278,right,1,1.2221814270000664,474.54850929500003,None,0.014231735333282813,0.8142317353332829,,,475.787019954,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_right.png,stop.jpg,right,1,,,,,1,0,1,0,0,5,5,7,50.0,,,477.41028792299994,478.24270382299994,478.24270382299994,478.337822609,478.39707647800003,478.46497773,None,0,,477.41028792299994,None,0.0025712103333717096,0.8025712103333718,,,479.10471358199993,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_left.png,bianco.png,left,0,,,,,1,0,1,0,0,6,6,2,100.0,0,393.3640020001008,480.71899679599994,481.5515817759999,481.5515817759999,481.647783933,481.74676344,481.814052737,left,1,1.3433640020001008,480.71899679599994,None,0.010615435333306777,0.8106154353333068,,,482.080617671,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_right.png,bianco.png,right,0,,,,,1,0,1,0,0,7,7,1,100.0,0,301.0706980000919,483.703856052,484.5357531039999,484.5357531039999,484.63055454899995,484.72972236299995,484.797274681,right,1,1.2510706980000919,483.703856052,None,0.009137437333151865,0.8091374373331519,,,484.971142599,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_left.png,bianco.png,left,0,,,,,1,0,1,0,1,0,8,4,100.0,0,427.5591830000736,486.58739527299997,487.420175501,487.420175501,487.52043878899997,487.61350111599995,487.68061515599993,left,1,1.3775591830000735,486.58739527299997,None,0.009080293333227019,0.8090802933332271,,,487.981734115,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_left.png,bianco.png,left,0,,,,,1,0,1,0,1,1,9,4,100.0,0,311.81833300000795,489.600638881,490.432332482,490.432332482,490.53041766599995,490.6296966709999,490.696609588,left,1,1.261818333000008,489.600638881,None,0.012425160333350505,0.8124251603333505,,,490.880485198,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_left.png,stop.jpg,left,1,,,,,1,0,1,0,1,2,10,6,100.0,0,306.11600600001344,492.509722205,493.34071842799995,493.34071842799995,493.436765249,493.546694721,493.613710737,left,1,1.2561160060000134,492.509722205,None,0.0029382583334154333,0.8029382583334155,,,493.7814220949999,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_right.png,stop.jpg,right,1,,,,,1,0,1,0,1,3,11,7,50.0,,,495.40908183499994,496.24052200999995,496.24052200999995,496.33734878999996,496.396664946,496.46062567399997,None,0,,495.40908183499994,None,0.003911798333319894,0.8039117983333199,,,497.10452361499995,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_left.png,bianco.png,left,0,,,,,1,0,1,0,1,4,12,4,100.0,0,0.05450000013529355,498.725922275,499.5573180189999,499.5573180189999,499.654506385,None,None,right,0,0.9500545000001352,498.725922275,None,0.011812643333314554,0.8118126433333146,,,499.69013565399996,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_right.png,bianco.png,right,0,,,,,1,0,1,0,1,5,13,3,100.0,0,286.8363750001095,501.312272095,502.14440392899996,502.14440392899996,502.24114323799995,502.33673872199995,502.40380771899993,right,1,1.2368363750001095,501.312272095,None,0.008423607333270411,0.8084236073332705,,,502.564277307,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_right.png,stop.jpg,right,1,,,,,1,0,1,0,1,6,14,7,100.0,,,504.192852174,505.02451798100003,505.02451798100003,505.120773406,505.229242055,505.29678013,None,0,,504.192852174,None,0.0031731243333297243,0.8031731243333298,,,505.88678172999994,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_left.png,bianco.png,left,0,,,,,1,0,1,0,1,7,15,2,150.00000000000003,0,279.02701700007816,507.50366909699994,508.33413809399997,508.33413809399997,508.429864026,508.57949693499995,508.64646236299996,left,1,1.229027017000078,507.50366909699994,None,0.00863023033321042,0.8086302303332105,,,508.746816052,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_left.png,bianco.png,left,0,,,,,1,0,1,0,2,0,16,4,150.00000000000003,0,313.6920069999747,510.373074684,511.20409033199996,511.20409033199996,511.30403653099995,511.4532879579999,511.5201426489999,left,1,1.2636920069999746,510.373074684,None,0.005852598333262904,0.805852598333263,,,511.654138774,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_right.png,bianco.png,right,0,,,,,1,0,1,0,2,1,17,1,150.00000000000003,0,314.28628000007853,513.2753781729999,514.107750688,514.107750688,514.2103208909999,514.353350775,514.419716015,right,1,1.2642862800000785,513.2753781729999,None,0.01158296233325018,0.8115829623332502,,,514.569691271,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_right.png,bianco.png,right,0,,,,,1,0,1,0,2,2,18,5,150.00000000000003,0,248.49556500003024,516.1864357129999,517.018862743,517.018862743,517.119439236,517.26218823,517.3298907129999,right,1,1.1984955650000302,516.1864357129999,None,0.009087395333267523,0.8090873953332676,,,517.397631737,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_left.png,bianco.png,left,0,,,,,1,0,1,0,2,3,19,2,150.00000000000003,0,358.0195260000665,519.0171207669999,519.848834955,519.848834955,519.94598184,520.095330911,520.185964044,left,1,1.3080195260000664,519.0171207669999,None,0.01147339233330058,0.8114733923333006,,,520.352841767,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_left.png,stop.jpg,left,1,,,,,1,0,1,0,2,4,20,6,150.00000000000003,0,254.00354400010207,521.968442293,522.801353104,522.801353104,522.895124923,523.04572228,523.113110849,left,1,1.204003544000102,521.968442293,None,0.0098536333332504,0.8098536333332504,,,523.185839552,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_left.png,bianco.png,left,0,,,,,1,0,1,0,2,5,21,2,100.00000000000001,0,279.6720580001193,524.800374255,525.63257355,525.63257355,525.728567153,525.8287932759999,525.8958692809999,left,1,1.2296720580001193,524.800374255,None,0.01157042933334651,0.8115704293333466,,,526.0464343169999,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_left.png,bianco.png,left,0,,,,,1,0,1,0,2,6,22,0,100.00000000000001,0,268.9742809999871,527.6698921899999,528.5008670139999,528.5008670139999,528.60242524,528.695527661,528.762911659,left,1,1.218974280999987,527.6698921899999,None,0.008859975333393777,0.8088599753333938,,,528.903682452,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_left.png,bianco.png,left,0,,,,,1,0,1,0,2,7,23,0,100.00000000000001,0,357.0702279999296,530.5307312269999,531.3622535129999,531.3622535129999,531.459757419,531.562236924,531.629312082,left,1,1.3070702279999296,530.5307312269999,None,0.005952276333118789,0.8059522763331188,,,531.855765917,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_left.png,bianco.png,left,0,,,,,1,0,1,0,3,0,24,2,100.00000000000001,0,368.08923500000225,533.475045887,534.307233688,534.307233688,534.403071177,534.503196278,534.576686665,left,1,1.3180892350000022,533.475045887,None,0.01166091133336522,0.8116609113333653,,,534.805693474,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_right.png,bianco.png,right,0,,,,,1,0,1,0,3,1,25,5,100.00000000000001,0,461.41873399999446,536.426192755,537.2578571509999,537.2578571509999,537.356541934,537.452454927,537.5195110129999,right,1,1.4114187339999944,536.426192755,None,0.009960769333360986,0.809960769333361,,,537.85575463,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_left.png,bianco.png,left,0,,,,,1,0,1,0,3,2,26,4,100.00000000000001,0,346.06245000002224,539.474995189,540.307079535,540.307079535,540.402660324,540.5023610879999,540.56899141,left,1,1.2960624500000222,539.474995189,None,0.011342734333197768,0.8113427343331978,,,540.788981392,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_right.png,bianco.png,right,0,,,,,1,0,1,0,3,3,27,5,100.00000000000001,0,328.0438979999645,542.4111187789999,543.2425062259999,543.2425062259999,543.3395505149999,543.436034414,543.502939708,right,1,1.2780438979999644,542.4111187789999,None,0.008487173333264764,0.8084871733332648,,,543.703482285,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_right.png,bianco.png,right,0,,,,,1,0,1,0,3,4,28,3,100.00000000000001,0,243.1586059999973,545.326579391,546.1583040759999,546.1583040759999,546.26870708,546.352170976,546.418730218,right,1,1.1931586059999972,545.326579391,None,0.009730523333359997,0.80973052333336,,,546.539201003,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_right.png,bianco.png,right,0,,,,,1,0,1,0,3,5,29,5,100.00000000000001,0,197.61845499992893,548.159754495,548.992333946,548.992333946,549.089635815,549.185812622,549.252940009,right,1,1.1476184549999289,548.159754495,None,0.009690565333357881,0.8096905653333579,,,549.3201481369999,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_left.png,bianco.png,left,0,,,,,1,0,1,0,3,6,30,0,100.00000000000001,0,368.96605400004324,550.94349525,551.7759360179999,551.7759360179999,551.868132929,551.968181901,552.027629037,left,1,1.3189660540000432,550.94349525,None,0.008548482333367247,0.8085484823333673,,,552.279680502,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_left.png,bianco.png,left,0,,,,,1,0,1,0,3,7,31,4,100.00000000000001,0,250.02433500008016,553.902160866,554.7336790439999,554.7336790439999,554.826979719,554.927564039,554.9951014559999,left,1,1.20002433500008,553.902160866,None,0.008698824333350785,0.8086988243333508,,,555.1224428209999,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_right.png,stop.jpg,right,1,,,,,1,0,1,0,4,0,32,7,100.00000000000001,0,204.10653300000382,556.749641837,557.586008359,557.586008359,557.685625603,557.7852186929999,557.851910116,right,1,1.1541065330000038,556.749641837,None,0.002134542333351419,0.8021345423333515,,,557.922323702,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_right.png,bianco.png,right,0,,,,,1,0,1,0,4,1,33,5,50.000000000000014,0,376.6805630000818,559.541822523,560.373416626,560.373416626,560.468102353,560.518125547,560.5853462829999,right,1,1.3266805630000817,559.541822523,None,0.010017846333312264,0.8100178463333123,,,560.885868835,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_right.png,bianco.png,right,0,,,,,1,0,1,0,4,2,34,1,50.000000000000014,0,213.78417199996426,562.5108706479999,563.342453017,563.342453017,563.43500192,563.494251815,563.5612234719999,right,1,1.1637841719999642,562.5108706479999,None,0.008118758333353071,0.8081187583333531,,,563.7017367349999,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_right.png,bianco.png,right,0,,,,,1,0,1,0,4,3,35,5,50.000000000000014,0,174.9038859999701,565.317649053,566.149168943,566.149168943,566.242181463,566.294244811,566.358094501,right,1,1.12490388599997,565.317649053,None,0.00939436133342042,0.8093943613334205,,,566.4550631459999,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_left.png,bianco.png,left,0,,,,,1,0,1,0,4,4,36,0,50.000000000000014,0,430.68185999998155,568.074489281,568.9066308199999,568.9066308199999,569.008587727,569.051380972,569.1247732869999,left,1,1.3806818599999815,568.074489281,None,0.011301803333367388,0.8113018033333674,,,569.4687516,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_right.png,bianco.png,right,0,,,,,1,0,1,0,4,5,37,3,50.000000000000014,0,295.30112799993736,571.081769548,571.914267064,571.914267064,572.0085515779999,572.0604844459999,572.12490771,right,1,1.2453011279999373,571.081769548,None,0.012012310333261667,0.8120123103332617,,,572.3460589929999,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_left.png,bianco.png,left,0,,,,,1,0,1,0,4,6,38,4,50.000000000000014,0,386.65167399999524,573.969733294,574.801427609,574.801427609,574.894612003,574.951348698,575.024991198,left,1,1.3366516739999952,573.969733294,None,0.007105145333298424,0.8071051453332985,,,575.318404507,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_right.png,stop.jpg,right,1,,,,,1,0,1,0,4,7,39,7,50.000000000000014,0,273.93339100005966,576.9403708159999,577.7716210909999,577.7716210909999,577.875054266,577.9270587149999,577.991489105,right,1,1.2239333910000596,576.9403708159999,None,0.003424026333391339,0.8034240263333914,,,578.178122552,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_left.png,bianco.png,left,0,,,,,1,0,1,0,5,0,40,0,50.0,0,385.62993999998986,579.797287493,580.627304728,580.627304728,580.71862761,580.76724909,580.8416395539999,left,1,1.3356299399999898,579.797287493,None,0.012587051333298405,0.8125870513332984,,,581.146043278,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_left.png,bianco.png,left,0,,,,,1,0,1,0,5,1,41,4,50.0,0,323.34356600010784,582.764552259,583.597159292,583.597159292,583.693518392,583.743803162,583.8101268409999,left,1,1.2733435660001078,582.764552259,None,0.01217970333334506,0.8121797033333451,,,584.051194611,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_left.png,bianco.png,left,0,,,,,1,0,1,0,5,2,42,4,50.0,0,367.12190100006416,585.6703707429999,586.50101719,586.50101719,586.594003777,586.650723625,586.7244070419999,left,1,1.317121901000064,585.6703707429999,None,0.006449583333278497,0.8064495833332785,,,587.001775563,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_left.png,bianco.png,left,0,,,,,1,0,1,0,5,3,43,0,50.0,0,410.8421400000453,588.622782326,589.455099477,589.455099477,589.557938499,589.600712648,589.6750971609999,left,1,1.3608421400000452,588.622782326,None,0.011808769333242708,0.8118087693332428,,,589.995295788,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_right.png,bianco.png,right,0,,,,,1,0,1,0,5,4,44,1,50.0,0,296.27010099993646,591.614710016,592.4467249659999,592.4467249659999,592.544097191,592.5937183149999,592.660557887,right,1,1.2462701009999364,591.614710016,None,0.011561762333371917,0.811561762333372,,,592.8778828569999,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_left.png,bianco.png,left,0,,,,,1,0,1,0,5,5,45,0,50.0,0,327.0241160000069,594.499733548,595.330280195,595.330280195,595.42481746,595.475927027,595.543388309,left,1,1.2770241160000069,594.499733548,None,0.01018284433325789,0.8101828443332579,,,595.79489756,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_left.png,bianco.png,left,0,,,,,1,0,1,0,5,6,46,2,50.0,0,300.4262400000244,597.417245346,598.249766883,598.249766883,598.350358157,598.3936927679999,598.4577118689999,left,1,1.2504262400000243,597.417245346,None,0.009231317333274092,0.8092313173332741,,,598.684526478,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_left.png,bianco.png,left,0,,,,,1,0,1,0,5,7,47,4,50.0,0,266.4570679999543,600.308712918,601.1406295529999,601.1406295529999,601.233509821,601.293460957,601.3574772129999,left,1,1.2164570679999542,600.308712918,None,0.007782221333286543,0.8077822213332866,,,601.545128152,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_right.png,bianco.png,right,0,,,,,1,0,1,0,6,0,48,3,50.0,0,383.6087729999236,603.16755745,604.000327317,604.000327317,604.100093292,604.1426260019999,604.20739539,right,1,1.3336087729999235,603.16755745,None,0.00846028633327478,0.8084602863332748,,,604.517555109,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_right.png,bianco.png,right,0,,,,,1,0,1,0,6,1,49,5,50.0,0,311.00064000013396,606.130859013,606.963282013,606.963282013,607.057497163,607.108889248,607.173565428,right,1,1.261000640000134,606.130859013,None,0.011761691333390445,0.8117616913333905,,,607.416552996,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_left.png,bianco.png,left,0,,,,,1,0,1,0,6,2,50,0,50.0,0,354.77020399996496,609.031223652,609.8627115429999,609.8627115429999,609.957317364,610.009163062,610.076333952,left,1,1.304770203999965,609.031223652,None,0.011546644333179756,0.8115466443331798,,,610.366789684,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_left.png,bianco.png,left,0,,,,,1,0,1,0,6,3,51,2,50.0,0,448.5591320000595,611.9790271449999,612.810902535,612.810902535,612.907060735,612.950412006,613.016273202,left,1,1.3985591320000594,611.9790271449999,None,0.01338094233335596,0.813380942333356,,,613.3930221109999,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_left.png,stop.jpg,left,1,,,,,1,0,1,0,6,4,52,6,50.0,,,615.022802858,615.854491959,615.854491959,615.957034367,616.008909591,616.073319569,None,0,,615.022802858,None,0.0031916633331547928,0.8031916633331548,,,616.716156534,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_left.png,bianco.png,left,0,,,,,1,0,1,0,6,5,53,2,100.0,0,305.681238000193,618.3334163,619.1651069659999,619.1651069659999,619.259002055,619.358989837,619.423429837,left,1,1.255681238000193,618.3334163,None,0.00896953233336717,0.8089695323333672,,,619.616351839,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_right.png,stop.jpg,right,1,,,,,1,0,1,0,6,6,54,7,100.0,0,258.2294590001084,621.239131124,622.07088573,622.07088573,622.1660803359999,622.275588815,622.341841745,right,1,1.2082294590001084,621.239131124,None,0.003236772333252702,0.8032367723332527,,,622.46015055,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_left.png,stop.jpg,left,1,,,,,1,0,1,0,6,7,55,6,50.0,,,624.0933107669999,624.926255223,624.926255223,625.0228055709999,625.065943902,625.132891747,None,0,,624.0933107669999,None,0.015431936999902973,0.815431936999903,,,625.7925734280001,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_left.png,bianco.png,left,0,,,,,1,0,1,0,7,0,56,2,100.0,0,369.87651099996134,627.415900928,628.2479385319999,628.2479385319999,628.341191048,628.442461338,628.506765401,left,1,1.3198765109999613,627.415900928,None,0.009542909333276839,0.8095429093332769,,,628.766026181,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_left.png,bianco.png,left,0,,,,,1,0,1,0,7,1,57,0,100.0,0,258.51438400006833,630.3812320119999,631.2125005019999,631.2125005019999,631.3095685459999,631.408894455,631.4767028,left,1,1.2085143840000683,630.3812320119999,None,0.010623108333220443,0.8106231083332205,,,631.6028734979999,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_right.png,bianco.png,right,0,,,,,1,0,1,0,7,2,58,1,100.0,0,300.2391870001475,633.2240952430001,634.056563581,634.056563581,634.1536728330001,634.2497247370001,634.316644553,right,1,1.2502391870001475,633.2240952430001,None,0.009564871333395786,0.8095648713333958,,,634.494101721,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
go_right.png,stop.jpg,right,1,,,,,1,0,1,0,7,3,59,7,100.0,0,254.65654199995248,636.1207321579999,636.9521653200001,636.9521653200001,637.0497229189999,637.1491181509999,637.2156354350001,right,1,1.2046565419999524,636.1207321579999,None,0.004213639333329411,0.8042136393333295,,,637.3427952389999,None,,,,,,,,,,,,,,,0,001,1,2024-05-13_10h18.56.562,SST,2022.1.4,None,
